,Randomization - 1,Randomization - 2,Randomization - 3,Randomization - 4,Randomization - 5,Randomization - 6,Randomization - 7,Randomization - 8,Randomization - 9,Randomization - 10,Randomization - 11,Randomization - 12,Randomization - 13,Randomization - 14,Randomization - 15
TCGA-FG-A4MT,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-FG-A4MU,Train,Train,Train,Test,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Train
TCGA-FG-A4MW,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train
TCGA-FG-A4MX,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train
TCGA-FG-A4MY,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train
TCGA-FG-A60J,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train
TCGA-FG-A60K,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train
TCGA-FG-A60L,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Test,Test,Train,Train,Train
TCGA-FG-A6IZ,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test
TCGA-FG-A6J1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-FG-A6J3,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train
TCGA-FG-A70Y,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Test,Train,Train,Train,Train
TCGA-FG-A711,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train
TCGA-FG-A713,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-FG-A87N,Test,Train,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train
TCGA-FG-A87Q,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-FN-7833,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train
TCGA-HT-7467,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train
TCGA-HT-7468,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-HT-7469,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train
TCGA-HT-7470,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Test
TCGA-HT-7471,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train
TCGA-HT-7473,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train
TCGA-HT-7474,Train,Train,Test,Train,Train,Train,Test,Train,Test,Test,Train,Test,Train,Test,Train
TCGA-HT-7475,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-HT-7476,Train,Train,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train
TCGA-HT-7477,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-HT-7478,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train
TCGA-HT-7479,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train
TCGA-HT-7480,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Test,Test,Train
TCGA-HT-7481,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Test,Train
TCGA-HT-7482,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-HT-7483,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train
TCGA-HT-7485,Test,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train
TCGA-HT-7601,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train
TCGA-HT-7602,Train,Train,Train,Test,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train
TCGA-HT-7603,Test,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-HT-7604,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train
TCGA-HT-7605,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train
TCGA-HT-7606,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Train,Train
TCGA-HT-7607,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train
TCGA-HT-7608,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train
TCGA-HT-7609,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train
TCGA-HT-7610,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train
TCGA-HT-7611,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Test
TCGA-HT-7616,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train
TCGA-HT-7620,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train
TCGA-HT-7676,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train
TCGA-HT-7677,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-HT-7680,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test
TCGA-HT-7681,Train,Train,Train,Train,Train,Test,Train,Train,Test,Test,Train,Train,Train,Train,Train
TCGA-HT-7684,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train
TCGA-HT-7686,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test
TCGA-HT-7687,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-HT-7688,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-HT-7689,Train,Train,Train,Test,Train,Test,Train,Test,Test,Train,Train,Test,Train,Train,Train
TCGA-HT-7690,Test,Train,Train,Test,Test,Train,Test,Train,Test,Train,Train,Train,Train,Test,Train
TCGA-HT-7692,Train,Train,Train,Train,Test,Test,Test,Test,Train,Train,Train,Train,Train,Train,Train
TCGA-HT-7693,Train,Train,Train,Train,Test,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train
TCGA-HT-7694,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train
TCGA-HT-7695,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train
TCGA-HT-7854,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train
TCGA-HT-7855,Train,Test,Test,Test,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train
TCGA-HT-7856,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train
TCGA-HT-7857,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train
TCGA-HT-7858,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Test
TCGA-HT-7860,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train
TCGA-HT-7873,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train
TCGA-HT-7874,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test
TCGA-HT-7875,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-HT-7877,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train
TCGA-HT-7879,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test
TCGA-HT-7880,Train,Train,Train,Train,Train,Train,Test,Test,Test,Train,Test,Train,Train,Train,Train
TCGA-HT-7881,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test
TCGA-HT-7882,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Test
TCGA-HT-7884,Train,Test,Test,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Train
TCGA-HT-7902,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train
TCGA-HT-8010,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-HT-8011,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train
TCGA-HT-8012,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train
TCGA-HT-8013,Test,Test,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train
TCGA-HT-8015,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test
TCGA-HT-8018,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-HT-8019,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Test,Train
TCGA-HT-8104,Test,Test,Train,Train,Train,Train,Train,Test,Test,Test,Train,Train,Test,Train,Train
TCGA-HT-8105,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-HT-8106,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train
TCGA-HT-8107,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train
TCGA-HT-8108,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train
TCGA-HT-8109,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train
TCGA-HT-8110,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train
TCGA-HT-8111,Test,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Test,Train
TCGA-HT-8113,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-HT-8114,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train
TCGA-HT-8558,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train
TCGA-HT-8563,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Test,Train,Train
TCGA-HT-8564,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train
TCGA-HT-A4DS,Test,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test
TCGA-HT-A4DV,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train
TCGA-HT-A5R5,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train
TCGA-HT-A5R7,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train
TCGA-HT-A5R9,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train
TCGA-HT-A5RA,Train,Train,Train,Test,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Train
TCGA-HT-A5RB,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test
TCGA-HT-A5RC,Test,Test,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train
TCGA-HT-A614,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train
TCGA-HT-A615,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test
TCGA-HT-A616,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train
TCGA-HT-A617,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train
TCGA-HT-A618,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train
TCGA-HT-A61A,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train
TCGA-HT-A61B,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-HT-A74H,Train,Test,Test,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train
TCGA-HT-A74J,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train
TCGA-HT-A74K,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Test
TCGA-HT-A74L,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train
TCGA-HT-A74O,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-HW-7487,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train
TCGA-HW-7489,Test,Test,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Test,Test,Train
TCGA-HW-7490,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
TCGA-HW-7491,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train
TCGA-HW-7493,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-HW-7495,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Test
TCGA-HW-8319,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train
TCGA-HW-8320,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
TCGA-HW-8321,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train
TCGA-HW-8322,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train
TCGA-HW-A5KJ,Train,Test,Train,Train,Train,Test,Train,Test,Test,Train,Train,Test,Train,Train,Train
TCGA-HW-A5KK,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Test,Test,Train,Train,Test
TCGA-HW-A5KL,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train
TCGA-HW-A5KM,Train,Train,Train,Train,Test,Test,Train,Test,Train,Test,Train,Train,Train,Train,Train
TCGA-IK-7675,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test
TCGA-IK-8125,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train
TCGA-KT-A74X,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train
TCGA-KT-A7W1,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train
TCGA-OX-A56R,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train
TCGA-QH-A65R,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-QH-A65S,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train
TCGA-QH-A65V,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train
TCGA-QH-A65X,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train
TCGA-QH-A65Z,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test
TCGA-QH-A6CU,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train
TCGA-QH-A6CV,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test
TCGA-QH-A6CW,Test,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Test,Test
TCGA-QH-A6CX,Train,Train,Test,Train,Test,Train,Test,Test,Train,Train,Test,Train,Test,Train,Train
TCGA-QH-A6CY,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Train,Test
TCGA-QH-A6CZ,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train
TCGA-QH-A6X3,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train
TCGA-QH-A6X4,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train
TCGA-QH-A6X5,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-QH-A6X8,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test
TCGA-QH-A6X9,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Test,Test
TCGA-QH-A6XA,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train
TCGA-QH-A6XC,Test,Train,Test,Train,Train,Train,Test,Train,Test,Test,Train,Test,Train,Train,Train
TCGA-QH-A870,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-R8-A6MK,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train
TCGA-R8-A6ML,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train
TCGA-R8-A6MO,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-RR-A6KA,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train
TCGA-RR-A6KB,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train
TCGA-RY-A83X,Test,Train,Train,Test,Train,Test,Train,Train,Test,Test,Test,Test,Train,Train,Test
TCGA-RY-A83Y,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train
TCGA-RY-A83Z,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train
TCGA-RY-A840,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test
TCGA-RY-A843,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Test,Test,Train,Train,Train
TCGA-RY-A845,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train
TCGA-RY-A847,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train
TCGA-S9-A6TS,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-S9-A6TU,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
TCGA-S9-A6TV,Train,Train,Train,Train,Test,Test,Test,Train,Train,Test,Train,Test,Test,Train,Train
TCGA-S9-A6TW,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test
TCGA-S9-A6TX,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-S9-A6TY,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train
TCGA-S9-A6TZ,Test,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Test,Test,Train
TCGA-S9-A6U0,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-S9-A6U1,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train
TCGA-S9-A6U2,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train
TCGA-S9-A6U5,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test
TCGA-S9-A6U6,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test
TCGA-S9-A6U8,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-S9-A6U9,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test
TCGA-S9-A6UA,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Test,Train,Train,Train,Train
TCGA-S9-A6UB,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train
TCGA-S9-A6WD,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Train,Test,Train
TCGA-S9-A6WE,Train,Train,Train,Train,Train,Train,Test,Test,Test,Test,Train,Train,Train,Train,Test
TCGA-S9-A6WG,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
TCGA-S9-A6WH,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train
TCGA-S9-A6WI,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train
TCGA-S9-A6WL,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test
TCGA-S9-A6WM,Train,Test,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train
TCGA-S9-A6WN,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-S9-A6WO,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train
TCGA-S9-A6WP,Train,Train,Test,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Test
TCGA-S9-A6WQ,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test,Train,Train
TCGA-S9-A7IQ,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Test
TCGA-S9-A7IS,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
TCGA-S9-A7IX,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train
TCGA-S9-A7IY,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test
TCGA-S9-A7IZ,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train
TCGA-S9-A7J0,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train
TCGA-S9-A7J1,Test,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train
TCGA-S9-A7J2,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-S9-A7J3,Test,Train,Train,Train,Train,Test,Test,Train,Train,Test,Test,Train,Test,Train,Train
TCGA-S9-A7QW,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train
TCGA-S9-A7QX,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train
TCGA-S9-A7QY,Test,Test,Train,Train,Train,Test,Train,Train,Test,Test,Train,Test,Train,Train,Train
TCGA-S9-A7QZ,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train
TCGA-S9-A7R1,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
TCGA-S9-A7R2,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-S9-A7R3,Test,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-S9-A7R4,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-S9-A7R7,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-S9-A7R8,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
TCGA-S9-A89V,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train
TCGA-S9-A89Z,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test
TCGA-TM-A7C3,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train
TCGA-TM-A7C4,Train,Train,Test,Test,Train,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train
TCGA-TM-A7C5,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Test
TCGA-TM-A7CA,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train
TCGA-TM-A7CF,Train,Test,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train
TCGA-TM-A84B,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train
TCGA-TM-A84C,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train
TCGA-TM-A84F,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train
TCGA-TM-A84G,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train
TCGA-TM-A84H,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train
TCGA-TM-A84J,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train
TCGA-TM-A84L,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train
TCGA-TM-A84M,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train
TCGA-TM-A84O,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train
TCGA-TM-A84Q,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train
TCGA-TM-A84R,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-TM-A84S,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Test,Train,Train
TCGA-TM-A84T,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Test
TCGA-TQ-A7RF,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train
TCGA-TQ-A7RG,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train
TCGA-TQ-A7RH,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Test,Test,Train,Train,Train
TCGA-TQ-A7RI,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train
TCGA-TQ-A7RJ,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Test,Test,Test,Train
TCGA-TQ-A7RK,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train
TCGA-TQ-A7RN,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test
TCGA-TQ-A7RO,Test,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Train
TCGA-TQ-A7RP,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
TCGA-TQ-A7RQ,Test,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
